created_at,date,place,tweet,language,hashtags,cashtags,username,nlikes,nreplies,nretweets,reply_to,clean_tweet,lemma_tweet,clean_tag,lemma_tag
1606756911000.0,2020-11-30 14:21:51,,"El desgarrador relato de Craig Spencer, el doctor de Nueva York que sobrevivió al Ébola y ahora lucha contra el coronavirus - Infobae  https://t.co/ChJeqiJnyr",es,[],[],VMLEIVA,0,0,0,"{'user_id': None, 'username': None}","['desgarrador', 'relato', 'craig', 'spencer', 'doctor', 'nueva', 'york', 'sobrevivió', 'ébola', 'ahora', 'lucha', 'coronavirus', 'infobae']","['desgarrador', 'relato', 'craig', 'spencer', 'doctor', 'nueva', 'york', 'sobrevivir', 'ébola', 'ahora', 'luchar', 'coronavirus', 'infobae']","[1, 1, 13]","[2, 0, 13]"
1606756419000.0,2020-11-30 14:13:39,,"#coronavirus #balance #regiondeantofagasta #chile   MINSAL EN ALERTA POR AUMENTO DE CASOS DE CORONAVIRUS EN COQUIMBO, VALPARAISO, RM Y MAGALLANES  https://t.co/4PnEmM8ytP",es,"['coronavirus', 'balance', 'regiondeantofagasta', 'chile']",[],portalindigena,0,0,0,"{'user_id': None, 'username': None}","['coronavirus', 'balance', 'regiondeantofagasta', 'chile', 'minsal', 'alerta', 'aumento', 'casos', 'coronavirus', 'coquimbo', 'valparaiso', 'rm', 'magallanes']","['coronavirus', 'balance', 'regiondeantofagasta', 'chile', 'minsal', 'alerta', 'aumento', 'caso', 'coronavirus', 'coquimbo', 'valparaiso', 'rm', 'magallanes']","[0, 0, 13]","[0, 1, 13]"
1606755946000.0,2020-11-30 14:05:46,,"Me hicieron ir al Colegio de mi hijo con mi hijo, a llenar un miserable papel y antes tuvimos que pasar como 20  encuestas de covid, que estupidez más grande. Como no mandaron la hoja en un archivo  y después se entrega en la puerta del colegio?!?",es,[],[],chechinfante,12,7,1,"{'user_id': None, 'username': None}","['hicieron', 'ir', 'colegio', 'hijo', 'hijo', 'llenar', 'miserable', 'papel', 'pasar', '20', 'encuestas', 'covid', 'estupidez', 'grande', 'mandaron', 'hoja', 'archivo', 'después', 'entrega', 'puerta', 'colegio']","['hacer', 'ir', 'colegio', 'hijo', 'hijo', 'llenar', 'miserable', 'papel', 'pasar', '20', 'encuestas', 'covir', 'estupidez', 'grande', 'mandar', 'hoja', 'archivo', 'después', 'entregar', 'puerta', 'colegio']","[1, 2, 21]","[1, 2, 21]"
1606755932000.0,2020-11-30 14:05:32,,“No puedes evitar llorar”: El corto animado que muestra cómo es el día a día al interior de una sala de Covid-19 en un hospital -  https://t.co/KzsJQ2oLtR vía @thecliniccl,es,[],[],VMLEIVA,0,0,0,"{'user_id': None, 'username': None}","['puedes', 'evitar', 'llorar', 'corto', 'animado', 'muestra', 'cómo', 'día', 'día', 'interior', 'sala', 'covid', '19', 'hospital', 'vía']","['puedes', 'evitar', 'llorar', 'corto', 'animado', 'muestra', 'cómo', 'día', 'día', 'interior', 'sala', 'covir', '19', 'hospital', 'vía']","[2, 2, 15]","[2, 2, 15]"
1606754123000.0,2020-11-30 13:35:23,,#Covid-19 | Balance del gobierno regional respecto al coronavirus.  https://t.co/uv7wUD9Js2,es,['covid'],[],timeline_cl,0,0,1,"{'user_id': None, 'username': None}","['covid', '19', 'balance', 'gobierno', 'regional', 'respecto', 'coronavirus']","['covir', '19', 'balance', 'gobierno', 'regional', 'respecto', 'coronavirus']","[0, 1, 7]","[0, 1, 7]"
1606753212000.0,2020-11-30 13:20:12,,Con récord de exámenes PCR: Minsal informa 1.489 nuevos casos y 34 fallecidos en la última jornada - Coronavirus - 24horas  https://t.co/3wQDVAdBch,es,[],[],OyarceEmilia,0,0,0,"{'user_id': None, 'username': None}","['récord', 'exámenes', 'pcr', 'minsal', 'informa', '1', '489', 'nuevos', 'casos', '34', 'fallecidos', 'última', 'jornada', 'coronavirus', '24horas']","['récord', 'examen', 'pcr', 'minsal', 'informar', '1', '489', 'nuevo', 'caso', '34', 'fallecido', 'último', 'jornada', 'coronavirus', '24horas']","[0, 0, 15]","[0, 3, 15]"
1606751562000.0,2020-11-30 12:52:42,,"Región de #Antofagasta presenta 46 casos nuevos y 1 fallecido por coronavirus. Según el Ministerio de Salud, los casos activos suman 190 en la zona. ▶️ https://t.co/2ycxbB38V6  https://t.co/VZZlbHw8BU",es,['antofagasta'],[],AntofagastaTV,2,0,4,"{'user_id': None, 'username': None}","['región', 'antofagasta', 'presenta', '46', 'casos', 'nuevos', '1', 'fallecido', 'coronavirus', 'según', 'ministerio', 'salud', 'casos', 'activos', 'suman', '190', 'zona']","['región', 'antofagasta', 'presentar', '46', 'caso', 'nuevo', '1', 'fallecido', 'coronavirus', 'según', 'ministerio', 'salud', 'caso', 'activo', 'suman', '190', 'zona']","[1, 1, 17]","[1, 3, 17]"
1606750565000.0,2020-11-30 12:36:05,,Notifican 46 casos de coronavirus en la Región de #Antofagasta »  https://t.co/5btpOnBii7  https://t.co/FRRKTCF91f,es,['antofagasta'],[],soyantofagasta,2,0,4,"{'user_id': None, 'username': None}","['notifican', '46', 'casos', 'coronavirus', 'región', 'antofagasta']","['notifican', '46', 'caso', 'coronavirus', 'región', 'antofagasta']","[0, 0, 6]","[0, 1, 6]"
1606748761000.0,2020-11-30 12:06:01,,Mi renta era de $1.200.000.- mensual máximo. Pero el 30 de septiembre me despidieron por haber contraído covid...,es,[],[],Isabel264310433,0,0,0,"{'user_id': '1102594498411020288', 'username': 'Isabel264310433'}","['renta', '1', '200', '000', 'mensual', 'máximo', '30', 'septiembre', 'despidieron', 'haber', 'contraído', 'covid']","['renta', '1', '200', '000', 'mensual', 'grande', '30', 'septiembre', 'despedir', 'haber', 'contraído', 'covir']","[1, 0, 12]","[0, 0, 12]"
1606747496000.0,2020-11-30 11:44:56,,#EdiciónEspecial | UCN refuerza su compromiso con la salud de las personas analizando muestras de COVID-19  https://t.co/gm7Qqon6dU,es,['ediciónespecial'],[],timeline_cl,2,0,1,"{'user_id': None, 'username': None}","['ediciónespecial', 'ucn', 'refuerza', 'compromiso', 'salud', 'personas', 'analizando', 'muestras', 'covid', '19']","['ediciónespecial', 'ucn', 'reforzar', 'compromiso', 'salud', 'persona', 'analizar', 'muestra', 'covir', '19']","[0, 1, 10]","[1, 1, 10]"
1606746830000.0,2020-11-30 11:33:50,,"Realmente quiero agradecer al @el_pais por el tremendo trabajo que han hecho en idioma español para educar e informar científicamente sobre el Covid-19. Esta nota web es una poesía, pura belleza. Gracias.",es,[],[],eliasblanco,0,0,0,"{'user_id': None, 'username': None}","['realmente', 'quiero', 'agradecer', '_pais', 'tremendo', 'trabajo', 'hecho', 'idioma', 'español', 'educar', 'informar', 'científicamente', 'covid', '19', 'nota', 'web', 'poesía', 'pura', 'belleza', 'gracias']","['realmente', 'querer', 'agradecer', '_', 'tremendo', 'trabajo', 'hecho', 'idioma', 'español', 'educar', 'informar', 'científicamente', 'covir', '19', 'nota', 'web', 'poesía', 'puro', 'belleza', 'gracia']","[3, 1, 20]","[4, 1, 20]"
1606741430000.0,2020-11-30 10:03:50,,"🔴El #Presupuesto2021 es el Presupuesto del Trabajo y la Recuperación del país y tiene como grandes ejes:  ✅ Esfuerzo fiscal, ✅ Respeto a los acuerdos, empleo, salud, inversión pública, inversión regional, economía, IFE cuarentena y Bono Covid Navidad 🎄.  👇ver más.  https://t.co/WUhXBHtaXo",es,['presupuesto2021'],[],SeremiCienciaN,12,0,7,"{'user_id': None, 'username': None}","['presupuesto2021', 'presupuesto', 'trabajo', 'recuperación', 'país', 'grandes', 'ejes', 'esfuerzo', 'fiscal', 'respeto', 'acuerdos', 'empleo', 'salud', 'inversión', 'pública', 'inversión', 'regional', 'economía', 'ife', 'cuarentena', 'bono', 'covid', 'navidad', 'ver']","['presupuesto2021', 'presupuesto', 'trabajo', 'recuperación', 'país', 'grande', 'eje', 'esfuerzo', 'fiscal', 'respeto', 'acuerdo', 'empleo', 'salud', 'inversión', 'público', 'inversión', 'regional', 'economía', 'ife', 'cuarentena', 'bono', 'covir', 'navidad', 'ver']","[3, 2, 24]","[5, 2, 24]"
1606740941000.0,2020-11-30 09:55:41,,⚠️ Atención #Calama ⚠️  ▶️ En la esquina de calles General Salvo y Brasilia estará el equipo de testeo de @SeremiSalud2 realizando exámenes ✅ PCR gratuitos a personas asintomáticas #Covid_19 #CuidemonosEntreTodos @GOREAntofagasta  https://t.co/icABfH9HJk,es,"['calama', 'covid_19', 'cuidemonosentretodos']",[],SeremiSalud2,0,1,0,"{'user_id': None, 'username': None}","['atención', 'calama', 'esquina', 'calles', 'general', 'salvo', 'brasilia', 'equipo', 'testeo', 'realizando', 'exámenes', 'pcr', 'gratuitos', 'personas', 'asintomáticas', 'covid_19', 'cuidemonosentretodos']","['atención', 'calama', 'esquina', 'calle', 'general', 'salvo', 'brasilia', 'equipo', 'testeo', 'realizar', 'examen', 'pcr', 'gratuito', 'persona', 'asintomático', 'covid_19', 'cuidemonosentretodos']","[2, 0, 17]","[3, 1, 17]"
1606740693000.0,2020-11-30 09:51:33,,⚠️ Atención vecinos sector norte #Antofagasta ⚠️  ▶️ Hasta las 13.30 horas el equipo de testeo de @SeremiSalud2 estará tomendo exámenes PCR gratuitos a personas asintomáticas en en sector del ✅ supermercado Lider Norte #Covid_19 #CuidemonosEntreTodos @GOREAntofagasta  https://t.co/CRIojS8LYx,es,"['antofagasta', 'covid_19', 'cuidemonosentretodos']",[],SeremiSalud2,12,3,5,"{'user_id': None, 'username': None}","['atención', 'vecinos', 'sector', 'norte', 'antofagasta', '13', '30', 'horas', 'equipo', 'testeo', 'tomendo', 'exámenes', 'pcr', 'gratuitos', 'personas', 'asintomáticas', 'sector', 'supermercado', 'lider', 'norte', 'covid_19', 'cuidemonosentretodos']","['atención', 'vecino', 'sector', 'norte', 'antofagasta', '13', '30', 'horas', 'equipo', 'testeo', 'tomendo', 'examen', 'pcr', 'gratuito', 'persona', 'asintomático', 'sector', 'supermercado', 'lider', 'norte', 'covid_19', 'cuidemonosentretodos']","[1, 0, 22]","[2, 1, 22]"
1606737071000.0,2020-11-30 08:51:11,,"🔴El #Presupuesto2021 es el Presupuesto del Trabajo y la Recuperación 💪🏾 y tiene como grandes ejes: esfuerzo fiscal, respeto a los acuerdos, empleo, salud, inversión pública, inversión regional, economía, IFE cuarentena y Bono Covid Navidad 🎄.  Región de #Antofagasta  https://t.co/rygFo0Jvmq",es,"['presupuesto2021', 'antofagasta']",[],GOREAntofagasta,22,0,20,"{'user_id': None, 'username': None}","['presupuesto2021', 'presupuesto', 'trabajo', 'recuperación', 'grandes', 'ejes', 'esfuerzo', 'fiscal', 'respeto', 'acuerdos', 'empleo', 'salud', 'inversión', 'pública', 'inversión', 'regional', 'economía', 'ife', 'cuarentena', 'bono', 'covid', 'navidad', 'región', 'antofagasta']","['presupuesto2021', 'presupuesto', 'trabajo', 'recuperación', 'grande', 'eje', 'esfuerzo', 'fiscal', 'respeto', 'acuerdo', 'empleo', 'salud', 'inversión', 'público', 'inversión', 'regional', 'economía', 'ife', 'cuarentena', 'bono', 'covir', 'navidad', 'región', 'antofagasta']","[3, 2, 24]","[5, 2, 24]"
1606735545000.0,2020-11-30 08:25:45,,BBC Mundo - 5 avances médicos descubiertos por accidente (incluido uno sobre la dosis de la vacuna de coronavirus)  https://t.co/zUWKiHKkrG,es,[],[],VMLEIVA,0,0,0,"{'user_id': None, 'username': None}","['bbc', 'mundo', '5', 'avances', 'médicos', 'descubiertos', 'accidente', 'incluido', 'dosis', 'vacuna', 'coronavirus']","['bbc', 'mundo', '5', 'avances', 'médico', 'descubierto', 'accidente', 'incluido', 'dosis', 'vacuna', 'coronavirus']","[2, 1, 11]","[3, 1, 11]"
1606735037000.0,2020-11-30 08:17:17,,Sigue los consejos de Yaku💧 y lava tus manos correctamente para prevenir el Covid-19 🧼 🚰 😷 🏠   #AguasAntofagasta #QuédateEnCasa  https://t.co/68rTuNUBxb,es,"['aguasantofagasta', 'quédateencasa']",[],Aguas_Antof,1,0,0,"{'user_id': None, 'username': None}","['sigue', 'consejos', 'yaku', 'lava', 'manos', 'correctamente', 'prevenir', 'covid', '19', 'aguasantofagasta', 'quédateencasa']","['seguir', 'consejo', 'yaku', 'lava', 'mano', 'correctamente', 'prevenir', 'covir', '19', 'aguasantofagasta', 'quédateencasa']","[1, 1, 11]","[2, 1, 11]"
1606720210000.0,2020-11-30 04:10:10,,La OPEP y Rusia extenderán su recorte en la oferta de crudo a 2021 por la segunda ola del Covid  https://t.co/Eihb6AJmFE,es,[],[],JgonzaRosas,0,0,0,"{'user_id': None, 'username': None}","['opep', 'rusia', 'extenderán', 'recorte', 'oferta', 'crudo', '2021', 'segunda', 'ola', 'covid']","['opep', 'rusia', 'extender', 'recorte', 'oferta', 'crudo', '2021', 'segunda', 'ola', 'covir']","[1, 1, 10]","[1, 1, 10]"
1606707180000.0,2020-11-30 00:33:00,,"@Lettus_Maglio @IgnacioPozoPia2 @eeblancor @SeremiSalud2 @SMA_CL @YamileGuzmanN Tienes toda la razón, acabo de ver, desde 20 noviembre es doña Yamile Guzmán Nadgar. Asombra que en #antofagasta -como ocurre en Santiago y otras comunas- ninguna autoridad controle funcionamiento de restaurantes Pubs u otros en recintos cerrados con contagios COVID previsibles",es,['antofagasta'],[],thelaw2010,1,1,0,"{'user_id': '134946499', 'username': 'Lettus_Maglio'}","['_maglio', '_cl', 'toda', 'razón', 'acabo', 'ver', '20', 'noviembre', 'doña', 'yamile', 'guzmán', 'nadgar', 'asombra', 'antofagasta', 'ocurre', 'santiago', 'comunas', 'ninguna', 'autoridad', 'controle', 'funcionamiento', 'restaurantes', 'pubs', 'u', 'recintos', 'cerrados', 'contagios', 'covid', 'previsibles']","['_', '_', 'todo', 'razón', 'acabo', 'ver', '20', 'noviembre', 'doña', 'yamile', 'guzmán', 'nadgar', 'asombra', 'antofagasta', 'ocurrir', 'santiago', 'comuna', 'ninguna', 'autoridad', 'controlar', 'funcionamiento', 'restaurantes', 'pubs', 'u', 'recinto', 'cerrado', 'contagio', 'covir', 'previsible']","[2, 0, 29]","[2, 2, 29]"
1606706617000.0,2020-11-30 00:23:37,,"@blcksnflwer Un miembro de up10tion dio positivo para covid y el grupo promocionó en music Core e inkigayo, por lo que están tomando pruebas a todos los artistas que estuvieron en contacto con él:/",es,[],[],CylliaYue,0,1,0,"{'user_id': '767378121309978624', 'username': 'blcksnflwer'}","['miembro', 'up10tion', 'dio', 'positivo', 'covid', 'grupo', 'promocionó', 'music', 'core', 'inkigayo', 'tomando', 'pruebas', 'artistas', 'contacto']","['miembro', 'up10tion', 'dar', 'positivo', 'covir', 'grupo', 'promocionar', 'music', 'core', 'inkigayo', 'tomar', 'prueba', 'artista', 'contacto']","[1, 1, 14]","[1, 1, 14]"
1606694646000.0,2020-11-29 21:04:06,,"Es impresionante como es que después de un encierro por la pandemia, pareciera que se reprodujo la gente y hay mucha más gente de lo usual que en años anteriores en las calles 😹 o es idea mía? #covid",es,['covid'],[],JulesShinigami,0,0,0,"{'user_id': None, 'username': None}","['impresionante', 'después', 'encierro', 'pandemia', 'pareciera', 'reprodujo', 'gente', 'mucha', 'gente', 'usual', 'años', 'anteriores', 'calles', 'idea', 'covid']","['impresionante', 'después', 'encierro', 'pandemia', 'pareciera', 'reprodujo', 'gente', 'mucho', 'gente', 'usual', 'año', 'anterior', 'calle', 'idea', 'covir']","[1, 1, 15]","[1, 1, 15]"
1606693646000.0,2020-11-29 20:47:26,,"Me duele la cabeza, ojala no sea covid unu",es,[],[],Rochoa94,0,0,0,"{'user_id': None, 'username': None}","['duele', 'cabeza', 'ojala', 'covid', 'unu']","['dolar', 'cabeza', 'ojalar', 'covir', 'unu']","[0, 0, 5]","[0, 0, 5]"
1606686955000.0,2020-11-29 18:55:55,,"Yo quería puro irme de viaje y no pudeeee, aaaa ctm como te odio covid y tienda culia😭",es,[],[],catluuun,0,0,0,"{'user_id': None, 'username': None}","['quería', 'puro', 'irme', 'viaje', 'pudeeee', 'aaaa', 'ctm', 'odio', 'covid', 'tienda', 'culia']","['quería', 'puro', 'irme', 'viaje', 'pudeeee', 'aaaa', 'ctm', 'odio', 'covir', 'tienda', 'culia']","[1, 1, 11]","[1, 1, 11]"
1606680575000.0,2020-11-29 17:09:35,,"Lo único claro , es que no se incrementarán los positivos Covid por las “Primarias” ....nadie en los locales y los supermercados y mall cerrados ...",es,[],[],ANRIQUEZ_,0,0,0,"{'user_id': None, 'username': None}","['único', 'claro', 'incrementarán', 'positivos', 'covid', 'primarias', 'nadie', 'locales', 'supermercados', 'mall', 'cerrados']","['único', 'claro', 'incrementar', 'positivo', 'covir', 'primario', 'nadie', 'local', 'supermercado', 'mall', 'cerrado']","[1, 0, 11]","[4, 0, 11]"
1606679923000.0,2020-11-29 16:58:43,,"#balance #coronavirus #calama #antofagasta #regiondeantofagasta   CALAMA SUMÓ 4 CONTAGIOS DE CORONAVIRUS, REGIÓN DE ANTOFAGASTA SUMÓ 29 CONTAGIOS  https://t.co/LpldzYdq6o",es,"['balance', 'coronavirus', 'calama', 'antofagasta', 'regiondeantofagasta']",[],portalindigena,0,0,0,"{'user_id': None, 'username': None}","['balance', 'coronavirus', 'calama', 'antofagasta', 'regiondeantofagasta', 'calama', 'sumó', '4', 'contagios', 'coronavirus', 'región', 'antofagasta', 'sumó', '29', 'contagios']","['balance', 'coronavirus', 'calama', 'antofagasta', 'regiondeantofagasta', 'calama', 'sumar', '4', 'contagio', 'coronavirus', 'región', 'antofagasta', 'sumar', '29', 'contagio']","[0, 0, 15]","[0, 2, 15]"
1606676314000.0,2020-11-29 15:58:34,,Antofagasta registró 29 casos nuevos de Covid-19 en las últimas 24 horas  https://t.co/9pSAlbqn4b  https://t.co/ttuY1feA4J,es,[],[],soyantofagasta,0,0,3,"{'user_id': None, 'username': None}","['antofagasta', 'registró', '29', 'casos', 'nuevos', 'covid', '19', 'últimas', '24', 'horas']","['antofagasta', 'registrar', '29', 'caso', 'nuevo', 'covir', '19', 'ulterior', '24', 'horas']","[0, 0, 10]","[0, 2, 10]"
1606672853000.0,2020-11-29 15:00:53,,"Oye en el programa del #CHV muestran un cliente de la barbería que realiza beatbox y le piden una muestra, vaaamos haciendo sonidos no más 💦 y no pude dejar de pensar en el Covid y el Contagio 😩",es,['chv'],[],Dalyla299,0,0,0,"{'user_id': None, 'username': None}","['oye', 'programa', 'chv', 'muestran', 'cliente', 'barbería', 'realiza', 'beatbox', 'piden', 'muestra', 'vaaamos', 'haciendo', 'sonidos', 'pude', 'dejar', 'pensar', 'covid', 'contagio']","['oye', 'programa', 'chv', 'muestran', 'cliente', 'barbería', 'realizar', 'beatbox', 'piden', 'muestra', 'vaaamos', 'hacendar', 'sonido', 'poder', 'dejar', 'pensar', 'covir', 'contagio']","[1, 2, 18]","[2, 2, 18]"
1606670542000.0,2020-11-29 14:22:22,,"🔹 El #Presupuesto2021 es el Presupuesto del Trabajo y la Recuperación 💪🏾 y tiene como grandes ejes: esfuerzo fiscal, respeto a los acuerdos, empleo, salud, inversión pública, inversión regional, economía, IFE cuarentena y Bono Covid Navidad 🎄.  https://t.co/GTlWSOTZF2",es,['presupuesto2021'],[],VoceriaAntofa,17,0,12,"{'user_id': None, 'username': None}","['presupuesto2021', 'presupuesto', 'trabajo', 'recuperación', 'grandes', 'ejes', 'esfuerzo', 'fiscal', 'respeto', 'acuerdos', 'empleo', 'salud', 'inversión', 'pública', 'inversión', 'regional', 'economía', 'ife', 'cuarentena', 'bono', 'covid', 'navidad']","['presupuesto2021', 'presupuesto', 'trabajo', 'recuperación', 'grande', 'eje', 'esfuerzo', 'fiscal', 'respeto', 'acuerdo', 'empleo', 'salud', 'inversión', 'público', 'inversión', 'regional', 'economía', 'ife', 'cuarentena', 'bono', 'covir', 'navidad']","[3, 2, 22]","[5, 2, 22]"
