conversation_id,created_at,date,place,tweet,language,hashtags,cashtags,username,nlikes,nreplies,nretweets,reply_to,clean_tweet,lemma_tweet
1333560748589658115,1606780633000.0,2020-11-30 20:57:13,,Qué fue del chileno que se vacunó contra el covid ?,es,[],[],Sebayj_bar,0,0,0,"{'user_id': None, 'username': None}","['chileno', 'vacunó', 'covid']","['chileno', 'vacunó', 'covir']"
1333483889734586371,1606778445000.0,2020-11-30 20:20:45,,@asambleazules Son peor que el COVID estos desgraciados @udechile Azul azul ..!!💩,es,[],[],krusoee,1,0,0,"{'user_id': '2275145172', 'username': 'asambleazules'}","['peor', 'covid', 'desgraciados', 'azul', 'azul']","['peor', 'covir', 'desgraciado', 'azul', 'azul']"
1333527712632360960,1606772757000.0,2020-11-30 18:45:57,,"Junto a intendente, seremi y directores de servicios de Salud revisando situacion de Covid en la Región. Llamado a la comunidad osornina es a  asumir con responsabilidad fin de la cuarentena, seguir cuidandonos.  https://t.co/5Vi76knPSa",es,[],[],mariobello10,0,0,0,"{'user_id': None, 'username': None}","['junto', 'intendente', 'seremi', 'directores', 'servicios', 'salud', 'revisando', 'situacion', 'covid', 'región', 'llamado', 'comunidad', 'osornina', 'asumir', 'responsabilidad', 'fin', 'cuarentena', 'seguir', 'cuidandonos']","['junto', 'intendente', 'seremi', 'directores', 'servicio', 'salud', 'revisar', 'situacion', 'covir', 'región', 'llamado', 'comunidad', 'osornina', 'asumir', 'responsabilidad', 'fin', 'cuarentena', 'seguir', 'cuidandonos']"
1333451904828006406,1606772055000.0,2020-11-30 18:34:15,,"@Nelvif1 @biobio Y yo que creía que era el coronavirus quien mataba personas,  ¡Uff!, estamos llenos de genios deslumbrantes en este país. 🤦‍♀️",es,[],[],NIKITAAZUL,2,0,0,"{'user_id': '3397299945', 'username': 'Nelvif1'}","['creía', 'coronavirus', 'mataba', 'personas', 'uff', 'llenos', 'genios', 'deslumbrantes', 'país']","['creía', 'coronavirus', 'mataba', 'persona', 'uff', 'llenos', 'genio', 'deslumbrante', 'país']"
1333521900908240898,1606771371000.0,2020-11-30 18:22:51,,"El COVID es la farsa más GRANDE creada por el globalismo para emplear su su proyecto de resetear al mundo y sobretodo sacar a TRUMP que es el último bastión que falta para la élite, gracias a Dios el presidente es el mejor, CAERÁN...",es,[],[],nosoyfalso_,0,0,0,"{'user_id': None, 'username': None}","['covid', 'farsa', 'grande', 'creada', 'globalismo', 'emplear', 'proyecto', 'resetear', 'mundo', 'sobretodo', 'sacar', 'trump', 'último', 'bastión', 'falta', 'élite', 'gracias', 'dios', 'presidente', 'mejor', 'caerán']","['covir', 'farsa', 'grande', 'creado', 'globalismo', 'emplear', 'proyecto', 'resetear', 'mundo', 'sobretodo', 'sacar', 'trump', 'último', 'bastión', 'falta', 'élite', 'gracia', 'dios', 'presidente', 'mejor', 'caer']"
1333515964940431361,1606769956000.0,2020-11-30 17:59:16,,Hoy reportan 126 casos nuevos de #Coronavirus con corte de ayer a las 18:00 hrs.  #Temuco (38) siguen aumentando casos y preocupa en #Angol (19).  Mas información abajo ⬇:   https://t.co/IvCTpwwhaI.  https://t.co/1eNOwdSATS,es,"['coronavirus', 'temuco', 'angol']",[],chiloe_radio,0,1,0,"{'user_id': None, 'username': None}","['hoy', 'reportan', '126', 'casos', 'nuevos', 'coronavirus', 'corte', 'ayer', '18', '00', 'hrs', 'temuco', '38', 'siguen', 'aumentando', 'casos', 'preocupa', 'angol', '19', 'mas', 'información', 'abajo']","['hoy', 'reportan', '126', 'caso', 'nuevo', 'coronavirus', 'corte', 'ayer', '18', '00', 'hrs', 'temuco', '38', 'siguen', 'aumentar', 'caso', 'preocupar', 'angol', '19', 'mas', 'información', 'abajo']"
1333515497195917313,1606769844000.0,2020-11-30 17:57:24,,Hoy reportan 125 casos nuevos de #Coronavirus con corte de ayer a las 18:00 hrs.  #Osorno (34) y #PuertoMontt (33) siguen en aumento de casos.  Mas información abajo ⬇:   https://t.co/lppdKal0wk.  https://t.co/Ds4OKobAb5,es,"['coronavirus', 'osorno', 'puertomontt']",[],chiloe_radio,0,0,0,"{'user_id': None, 'username': None}","['hoy', 'reportan', '125', 'casos', 'nuevos', 'coronavirus', 'corte', 'ayer', '18', '00', 'hrs', 'osorno', '34', 'puertomontt', '33', 'siguen', 'aumento', 'casos', 'mas', 'información', 'abajo']","['hoy', 'reportan', '125', 'caso', 'nuevo', 'coronavirus', 'corte', 'ayer', '18', '00', 'hrs', 'osorno', '34', 'puertomontt', '33', 'siguen', 'aumento', 'caso', 'mas', 'información', 'abajo']"
1333513596781948929,1606769391000.0,2020-11-30 17:49:51,,"🚐Estamos recorriendo intensamente la Región con nuestros móviles BAC (Búsqueda activa casos) con el fin de detectar #covid_19,sobretodo asintomáticos, y poder aislar y prevenir nuevos contagios. Compartimos actividad de testeo en Isla #Puluqui #Calbuco.  #CuidémonosEntreTodos  https://t.co/693ZSXT9Ux",es,"['covid_19', 'puluqui', 'calbuco', 'cuidémonosentretodos']",[],seremisalud10,2,0,0,"{'user_id': None, 'username': None}","['recorriendo', 'intensamente', 'región', 'móviles', 'bac', 'búsqueda', 'activa', 'casos', 'fin', 'detectar', 'covid_19', 'sobretodo', 'asintomáticos', 'poder', 'aislar', 'prevenir', 'nuevos', 'contagios', 'compartimos', 'actividad', 'testeo', 'isla', 'puluqui', 'calbuco', 'cuidémonosentretodos']","['recorrer', 'intensamente', 'región', 'móviles', 'bac', 'búsqueda', 'activo', 'caso', 'fin', 'detectar', 'covid_19', 'sobretodo', 'asintomático', 'poder', 'aislar', 'prevenir', 'nuevo', 'contagio', 'compartir', 'actividad', 'testeo', 'isla', 'puluqui', 'calbuco', 'cuidémonosentretodos']"
1333510506083201028,1606768654000.0,2020-11-30 17:37:34,,"UE quiere cooperar con Biden respecto a China, COVID-19 y cambio climático  https://t.co/WbzNH3zHzL",es,[],[],LaMega903,0,0,0,"{'user_id': None, 'username': None}","['ue', 'quiere', 'cooperar', 'biden', 'respecto', 'china', 'covid', '19', 'cambio', 'climático']","['ue', 'querer', 'cooperar', 'biden', 'respecto', 'china', 'covir', '19', 'cambio', 'climático']"
1333509812894781440,1606768489000.0,2020-11-30 17:34:49,,Moderna solicita autorización para su vacuna de COVID-19 en Europa y Estados Unidos  https://t.co/CO8TyqkNqR,es,[],[],LaMega903,0,0,0,"{'user_id': None, 'username': None}","['moderna', 'solicita', 'autorización', 'vacuna', 'covid', '19', 'europa', 'unidos']","['moderno', 'solicitar', 'autorización', 'vacuna', 'covir', '19', 'europa', 'unido']"
1333508795797016580,1606768246000.0,2020-11-30 17:30:46,,Más de 600 chilenos ya se han vacunado contra el coronavirus: no hay reportes de efectos adversos serios  https://t.co/8k15mwV5Q7,es,[],[],RadioSago,0,0,3,"{'user_id': None, 'username': None}","['600', 'chilenos', 'vacunado', 'coronavirus', 'reportes', 'efectos', 'adversos', 'serios']","['600', 'chilenos', 'vacunado', 'coronavirus', 'reporte', 'efecto', 'adverso', 'serio']"
